"rain" "evaporation" "flow"
"748" 19.0393 1.0065 0.15941046
"749" 0.9736 1.7576 0.21087323
"750" 3.4048 1.1643 0.22216755
"751" 5.483 0.4368 0.21087323
"752" 0.0411 1.9413 0.21338209
"753" 9e-04 2.5922 0.20835993
"754" 0 2.9842 0.18953457
"755" 0 2.979 0.17823582
"756" 0 3.6872 0.17572695
"757" 0 3.8085 0.17195922
"758" 0 1.3622 0.16694149
"759" 0 3.0781 0.16694149
"760" 0 2.8805 0.16442819
"761" 0 3.0368 0.16442819
"762" 0 3.1544 0.16317376
"763" 8.2592 2.5589 0.15941046
"764" 19.7806 0.3553 0.17321809
"765" 0.5916 0.7521 0.4594016
"766" 0 2.3105 0.48074025
"767" 0 2.8856 0.37279255
"768" 0 2.9526 0.29748227
"769" 0 2.7042 0.26233599
"770" 0.4673 1.647 0.24350621
"771" 0.1311 1.1266 0.21965869
"772" 0.0839 1.6814 0.20585106
"773" 0 2.0987 0.19832004
"774" 0 2.1601 0.19078901
"775" 1.0748 2.1883 0.18702571
"776" 0 1.8735 0.18702571
"777" 0.2763 0.4488 0.18702571
"778" 0 1.9067 0.18702571
"779" 0 1.6868 0.18702571
"780" 0 1.8486 0.18576684
"781" 22.4212 1.1835 0.19957447
"782" 0 2.1944 0.27488918
"783" 0 1.7785 0.31881649
"784" 0 2.1818 0.26986702
"785" 3.3838 1.1901 0.24727394
"786" 0.0945 1.53 0.23346631
"787" 0 1.9061 0.21965869
"788" 0 2.2834 0.21087323
"789" 0 1.8259 0.20459663
"790" 0 1.5488 0.20459663
"791" 0 1.5862 0.20208777
"792" 0 2.067 0.20208777
"793" 1.7151 0.9876 0.20459663
"794" 30.9898 0.4738 0.26735372
"795" 0.2293 0.7739 0.46441933
"796" 29.7407 0.9146 0.49705674
"797" 3.4179 0.1394 0.96022163
"798" 0.0189 1.0658 1.1924335
"799" 2.1495 0.6155 1.0242376
"800" 0 1.4367 0.93888298
"801" 0 2.7539 0.7029078
"802" 0 0.661 0.48074025
"803" 0 1.3975 0.38785461
"804" 5.9414 0.7596 0.35396277
"805" 16.5927 0.1309 0.3451773
"806" 0.1467 0.086 0.49705674
"807" 0 0.3904 1.4811259
"808" 0 1.8271 1.5062278
"809" 0 1.3342 1.1171188
"810" 0.1343 1.2047 0.66650709
"811" 0 0.841 0.48074025
"812" 0.0672 0.5063 0.40291667
"813" 0 1.1409 0.37279255
"814" 0 1.4135 0.34266844
"815" 0.8061 1.2837 0.32635195
"816" 0 1.6745 0.31254433
"817" 5.2018 0.5277 0.3025
"818" 3.0115 0.6715 0.31505319
"819" 13.9456 0.0225 0.34266844
"820" 0 0.0308 0.56232713
"821" 0.5962 0.2162 0.74056294
"822" 0.3023 1.287 0.93888298
"823" 2.841 0.6326 0.81587323
"824" 1.1589 0.7983 0.61378989
"825" 34.2092 0.2554 0.61378989
"826" 0 1.475 1.8576817
"827" 0 1.6928 2.3848626
"828" 24.1704 0.6815 2.7614229
"829" 0.3285 1.1297 3.0501152
"830" 0 1.3322 2.6359043
"831" 0 1.4467 2.1338254
"832" 6.573 0.6665 1.694508
"833" 0 1.3762 1.2175355
"834" 1.4358 0.8757 0.89620567
"835" 0 0.8695 0.75939273
"836" 11.2515 0.602 0.72173316
"837" 0 2.5499 0.91754433
"838" 0 1.8921 1.0468307
"839" 0.6356 1.3451 1.0694238
"840" 22.4511 1.1933 1.0242376
"841" 0 1.5308 1.5689894
"842" 0 1.4078 1.8827881
"843" 0 2.2305 1.8200266
"844" 0 1.3588 1.2677438
"845" 9.4542 0.6955 0.85604167
"846" 0.0677 2.1228 0.77821809
"847" 0 1.5172 0.75939273
"848" 0 1.8789 0.74056294
"849" 0 1.8324 0.74056294
"850" 0.1939 1.6783 0.63136082
"851" 25.3319 0.0787 0.57989805
"852" 0.319 0.0285 1.3681605
"853" 39.8883 0.0093 1.9455452
"854" 8.8819 0.3362 6.0249202
"855" 4.7105 0.844 6.4642376
"856" 3.6316 0.965 6.1253369
"857" 0 0.9808 6.2383023
"858" 0 0.8565 3.6651596
"859" 42.5585 0.6971 2.6861082
"860" 0 1.9962 5.7236746
"861" 0 2.1316 6.2383023
"862" 15.8571 0.4466 6.6901729
"863" 0 0.2581 7.3679743
"864" 0 1.7701 4.7195213
"865" 0 1.5442 3.2760505
"866" 7.6536 1.161 2.6359043
"867" 0 1.9513 2.1965869
"868" 22.6956 0.576 1.8200266
"869" 0.1372 1.6274 3.1254255
"870" 0 1.4545 3.4266755
"871" 5.0217 1.5277 3.4266755
"872" 1.2604 1.5999 2.8994947
"873" 7.1918 1.0495 2.259344
"874" 0 3.5726 2.0083067
"875" 0 2.3365 1.694508
"876" 0 1.8484 1.4183688
"877" 0 2.2231 1.1673271
"878" 0 2.3126 0.98156028
"879" 0 1.879 0.87612589
"880" 0 1.8499 0.81587323
"881" 0 1.8135 0.75939273
"882" 0 1.3299 0.72173316
"883" 0 2.3414 0.68533688
"884" 0.85 2.0758 0.64893617
"885" 12.0274 0.9893 0.63136082
"886" 0 0.9171 0.61378989
"887" 0 2.2201 0.75939273
"888" 0 2.1009 0.89620567
"889" 0.084 2.3038 0.77821809
"890" 0.042 2.5958 0.68533688
"891" 0 2.2907 0.61378989
"892" 8.8522 1.1724 0.56232713
"893" 4.2592 0.5655 0.68533688
"894" 0 1.088 0.68533688
"895" 0.4366 2.6648 0.63136082
"896" 0 3.1224 0.59621454
"897" 0 3.2087 0.54601064
"898" 29.7437 2.0064 0.51337323
"899" 40.9347 0.4639 1.6568528
"900" 8.9353 0.6732 6.0249202
"901" 0.4057 0.6358 5.9245035
"902" 0 3.6439 6.1253369
"903" 0 4.1725 5.4224291
"904" 0 2.5836 3.2007402
"905" 0.4744 3.1071 2.1338254
"906" 0 2.1884 1.5062278
"907" 0 1.9775 1.0468307
"908" 50.4076 1.1859 0.89620567
"909" 79.1326 0.4164 3.1003236
"910" 0.7279 2.3203 13.43055
"911" 0.403 4.519 21.087212
"912" 0 4.9324 27.112141
"913" 0 3.1432 19.329951
"914" 0.1385 2.0296 5.9370567
"915" 0 3.2939 2.974805
"916" 0 4.6686 2.3221055
"917" 0.0038 1.856 1.6317509
"918" 4.7003 0.6002 1.3179521
"919" 18.6913 1.7809 1.2928457
"920" 0 4.7042 2.1965869
"921" 0 2.2741 2.259344
"922" 0 4.5983 2.0083067
"923" 7.4394 1.2107 1.6317509
"924" 0 4.7431 1.3681605
"925" 0 5.4781 1.1422252
"926" 0 6.1425 0.98156028
"927" 0.0858 5.1261 0.87612589
"928" 3.7347 4.4353 0.79704787
"929" 0 4.8018 0.79704787
"930" 4.094 2.5284 0.74056294
"931" 12.2753 3.7102 0.81587323
"932" 0 4.2178 1.1673271
"933" 30.0181 1.2601 1.3053989
"934" 0 2.8561 4.2676507
"935" 0.4702 5.756 3.753023
"936" 0 6.1504 4.6191046
"937" 0 2.9247 3.4894326
"938" 0 2.7746 1.8200266
"939" 0 3.7954 1.3681605
"940" 0 4.2518 0.93888298
"941" 0 2.5691 0.7029078
"942" 0 4.4221 0.61378989
"943" 0 5.5728 0.56232713
"944" 0 3.1127 0.49705674
"945" 5.3549 3.7924 0.46441933
"946" 0.0442 6.0952 0.51337323
"947" 0 6.2913 0.54601064
"948" 0 1.8315 0.49705674
"949" 0.5857 4.1404 0.43304078
"950" 0 2.6921 0.40291667
"951" 0 2.9026 0.37279255
"952" 7.9519 1.6089 0.37279255
"953" 0 3.3978 0.37279255
"954" 0 4.1315 0.37279255
"955" 0 6.0981 0.33639184
"956" 0 7.0157 0.31505319
"957" 0 6.9311 0.3025
"958" 0 6.189 0.28492908
"959" 0 6.769 0.27488918
"960" 0 6.1181 0.26233599
"961" 0 6.5603 0.2497828
"962" 0 4.7346 0.24727394
"963" 0 5.9049 0.23597518
"964" 0 4.058 0.22844415
"965" 0 4.1871 0.22216755
"966" 0 4.7187 0.21338209
"967" 0 3.6032 0.20835993
"968" 0 5.1577 0.20459663
"969" 0 8.1396 0.19957447
"970" 0 6.1544 0.19078901
"971" 0 6.3199 0.18576684
"972" 0 6.1203 0.17949025
"973" 0 7.0572 0.17823582
"974" 2.8935 5.9253 0.17195922
"975" 0 3.1795 0.16694149
"976" 0 7.9345 0.16442819
"977" 7.1008 3.1185 0.16694149
"978" 0 3.96 0.18576684
"979" 0 5.946 0.18702571
"980" 0 5.4016 0.17949025
"981" 0 5.8031 0.16819592
"982" 14.3948 5.4824 0.16317376
"983" 11.8582 4.0732 0.25229167
"984" 0 4.933 0.44935727
"985" 0.2519 3.0927 0.40291667
"986" 4.1222 3.7346 0.32132979
"987" 17.6015 2.6314 0.27488918
"988" 1.7216 1.8016 0.3050133
"989" 13.5885 1.9156 0.61378989
"990" 1.8673 2.66 0.81587323
"991" 0.7822 4.4782 0.89620567
"992" 1e-04 3.9106 0.75939273
"993" 0.5728 3.1078 0.54601064
"994" 0 4.7737 0.37279255
"995" 0 6.8711 0.31254433
"996" 0.403 6.5693 0.28242021
"997" 2.1539 6.3987 0.2598227
"998" 4.2078 5.8151 0.26986702
"999" 0 6.6163 0.3050133
"1000" 1.1315 6.6535 0.26233599
"1001" 0 4.8371 0.25480496
"1002" 6.1238 3.3832 0.27990691
"1003" 3.5412 2.837 0.26735372
"1004" 11.8712 3.1498 0.25229167
"1005" 16.9266 1.8251 0.41797872
"1006" 0 4.102 0.63136082
"1007" 0 5.4605 0.59621454
"1008" 0 5.8733 0.40291667
"1009" 0.487 6.7745 0.31881649
"1010" 0.1679 5.8966 0.3050133
"1011" 0.0227 6.4258 0.3050133
"1012" 12.576 5.2093 0.43304078
"1013" 0 7.0304 0.43304078
"1014" 0.0378 7.1804 0.35019947
"1015" 0 6.7133 0.27739805
"1016" 18.6503 3.357 0.28995124
"1017" 0.7413 5.6999 0.37279255
"1018" 0 6.4906 0.40291667
"1019" 0 5.8485 0.35647606
"1020" 1.8137 7.7361 0.32132979
"1021" 0 7.4553 0.31881649
"1022" 0.3023 5.5866 0.25480496
"1023" 0 7.1889 0.25480496
"1024" 0 6.7983 0.26233599
"1025" 4.6036 4.2155 0.20459663
"1026" 0.7131 4.1956 0.20459663
"1027" 0.0597 4.1296 0.20459663
"1028" 0 4.3209 0.19329787
"1029" 0.042 5.1771 0.18702571
"1030" 10.1131 2.7948 0.19832004
"1031" 9.6885 1.9484 0.20459663
"1032" 0.5519 3.3191 0.43304078
"1033" 0 5.4079 0.41797872
"1034" 4.1147 5.3263 0.29246011
"1035" 0 6.0684 0.23346631
"1036" 2.2503 5.9465 0.21463652
"1037" 0.5274 5.3719 0.19329787
"1038" 0 7.3628 0.17949025
"1039" 0 7.7589 0.17070479
"1040" 0 6.8055 0.15941046
"1041" 0.2965 6.0007 0.15187943
"1042" 0.6393 3.5627 0.14685727
"1043" 0 6.3542 0.1443484
"1044" 0 6.4242 0.14058067
"1045" 0 6.9813 0.13807181
"1046" 0 7.5389 0.13430408
"1047" 0 7.4769 0.13179521
"1048" 0 7.5621 0.12551862
"1049" 1.8137 6.3466 0.12426418
"1050" 0 6.7578 0.11924202
"1051" 3.6285 5.9239 0.11924202
"1052" 0 4.5824 0.12049645
"1053" 0 6.082 0.11924202
"1054" 1.9418 6.4263 0.12928635
"1055" 9.6014 5.9428 0.12802748
"1056" 0.2281 3.033 0.12426418
"1057" 6.1842 7.3797 0.15564273
"1058" 0.5185 7.6267 0.14560284
"1059" 0 6.3412 0.13179521
"1060" 0 6.4442 0.12426418
"1061" 0.8775 7.0715 0.12049645
"1062" 0 6.577 0.12049645
"1063" 0 6.5921 0.11924202
"1064" 0.4885 6.9303 0.12426418
"1065" 8.8673 6.7271 0.13807181
"1066" 13.3843 5.1992 0.16066489
"1067" 2.2125 6.7367 0.20585106
"1068" 0.7893 6.1115 0.16694149
"1069" 1.9375 5.6162 0.14685727
"1070" 9.0517 6.0349 0.14058067
"1071" 7.9139 5.1865 0.13555851
"1072" 0 6.3346 0.13932624
"1073" 0 6.0178 0.13932624
"1074" 0 6.4511 0.12551862
"1075" 7.9517 2.7016 0.12551862
"1076" 0 3.3366 0.12677305
"1077" 20.3414 2.629 0.13430408
"1078" 6.3278 1.2118 0.23597518
"1079" 0.543 0.7984 0.25229167
"1080" 0 4.0061 0.19957447
"1081" 0 3.4172 0.16442819
"1082" 0 3.8582 0.14936613
"1083" 0 5.9587 0.14058067
"1084" 0 5.6519 0.13555851
"1085" 5.9938 1.8485 0.13555851
"1086" 11.355 0.9863 0.14560284
"1087" 4.3228 1.267 0.18702571
"1088" 0 1.5143 0.22468085
"1089" 16.7365 3.0264 0.19581117
"1090" 8.4152 1.2248 0.32886082
"1091" 4.8456 1.2237 0.4004078
"1092" 1.545 2.598 0.34266844
"1093" 0 4.8834 0.2598227
"1094" 0 5.4491 0.21087323
"1095" 0 3.6101 0.18325798
"1096" 0 4.1034 0.16819592
"1097" 0 5.0798 0.15564273
"1098" 0 4.812 0.14936613
"1099" 0 4.4138 0.14560284
"1100" 0 4.6397 0.14309397
"1101" 0 4.9304 0.13932624
"1102" 0 2.4776 0.13807181
"1103" 0 3.601 0.13304965
"1104" 0 3.9718 0.13179521
"1105" 0 4.1729 0.12802748
"1106" 0 3.8924 0.12677305
"1107" 0 3.9628 0.12677305
"1108" 0 4.1532 0.12677305
"1109" 0 2.4589 0.12677305
"1110" 0 4.3151 0.12677305
"1111" 0 4.0104 0.12677305
"1112" 0 4.1702 0.12551862
"1113" 0 3.2836 0.12551862
"1114" 0 3.2208 0.12426418
"1115" 0 3.7032 0.12426418
"1116" 0 3.0436 0.12175532
"1117" 10.402 1.2245 0.12426418
"1118" 6.7345 1.078 0.13555851
"1119" 0 2.2158 0.13555851
"1120" 0.445 1.5961 0.13807181
"1121" 0 2.383 0.13304965
"1122" 4.4307 1.3731 0.13179521
"1123" 0 1.1868 0.13304965
"1124" 0 1.0196 0.1443484
"1125" 0 2.0995 0.1443484
"1126" 9.1871 1.5522 0.13807181
"1127" 17.7788 0.3329 0.20459663
"1128" 0 0.5523 0.22216755
"1129" 0.1931 2.1616 0.21087323
"1130" 0 2.4974 0.17949025
"1131" 0 3.071 0.16694149
"1132" 5.4621 1.0356 0.15941046
"1133" 0 2.5946 0.15815603
"1134" 0 2.0977 0.15564273
"1135" 0 2.1776 0.15187943
"1136" 0 1.763 0.150625
"1137" 0 2.7276 0.14936613
"1138" 0 0.9542 0.14936613
"1139" 0 1.582 0.150625
"1140" 0.7011 2.9759 0.14560284
"1141" 0 1.7976 0.14560284
"1142" 0.0504 1.005 0.14058067
"1143" 0 1.6234 0.13932624
"1144" 0 1.7256 0.13932624
"1145" 0 1.7472 0.14058067
"1146" 0 2.03 0.14058067
"1147" 0 2.117 0.14309397
"1148" 0 1.674 0.1443484
"1149" 0 0.9191 0.14560284
"1150" 0 0.7627 0.14685727
"1151" 0 1.4323 0.150625
"1152" 0 0.8938 0.150625
"1153" 16.8731 0.7679 0.15941046
"1154" 0 0.5544 0.17572695
"1155" 0 1.6629 0.18702571
"1156" 0 0.734 0.17949025
"1157" 0 1.8793 0.17070479
"1158" 0 0.7852 0.17070479
"1159" 4.6644 0.3028 0.16819592
"1160" 0 1.7759 0.16694149
"1161" 9.9585 2.6992 0.18702571
"1162" 0 1.4938 0.21338209
"1163" 9.6016 1.0115 0.23597518
"1164" 9.8921 1.363 0.24727394
"1165" 32.8869 0.3997 0.28995124
"1166" 0.3778 0.576 0.71546099
"1167" 0 1.669 0.81587323
"1168" 0.0672 1.9666 0.69286791
"1169" 0.126 0.9487 0.46191046
"1170" 37.9384 0.7032 0.42425532
"1171" 0 1.8813 1.1171188
"1172" 0.0742 1.3564 1.2928457
"1173" 2.6831 1.4319 1.2175355
"1174" 13.2972 1.7236 1.0418085
"1175" 15.3955 1.3524 0.79077128
"1176" 28.3471 0.3159 1.0418085
"1177" 0 1.2703 2.5982447
"1178" 0 1.4681 2.7488697
"1179" 0 1.6329 2.7488697
"1180" 0 1.2304 2.1463785
"1181" 0.8242 0.9017 1.3305009
"1182" 13.6391 1.0861 1.2426418
"1183" 0 1.7839 1.2928457
"1184" 0 1.5666 1.0920168
"1185" 0.042 0.7831 0.89118351
"1186" 0 1.0834 0.6476773
"1187" 0 1.7983 0.51211879
"1188" 0 1.573 0.46191046
"1189" 1e-04 0.8483 0.42927748
"1190" 0.1388 0.3687 0.38408688
"1191" 7.2024 0.2932 0.36902482
"1192" 1.7606 0.3543 0.36902482
"1193" 0 0.822 0.39914894
"1194" 0 0.9848 0.41421543
"1195" 0 0.4663 0.41421543
"1196" 2.1936 0.71 0.38408688
"1197" 0.0314 1.9316 0.36902482
"1198" 0 0.9009 0.3552172
"1199" 0 0.8159 0.34141401
"1200" 0 0.9593 0.32760638
"1201" 0.3234 0.8409 0.32258422
"1202" 0.0209 0.5869 0.32007535
"1203" 0 0.7676 0.31756206
"1204" 0 0.9191 0.31379876
"1205" 0 1.1375 0.30626773
"1206" 0 0.985 0.30124557
"1207" 2.3679 1.2698 0.30124557
"1208" 1.5761 1.1945 0.30626773
"1209" 23.2864 1.4854 0.33011525
"1210" 0 1.9127 0.49454344
"1211" 0 1.0703 0.6476773
"1212" 4.0808 0.8093 0.76692376
"1213" 1e-04 1.2087 0.76692376
"1214" 27.6197 0.9621 0.51211879
"1215" 3.5529 1.8979 0.88239805
"1216" 0 1.7619 1.2677438
"1217" 0 1.6031 1.3932624
"1218" 0 1.4739 1.1673271
"1219" 1.5154 0.8826 0.79077128
"1220" 41.5715 0.3402 0.91628989
"1221" 2.3842 2.1375 2.5982447
"1222" 0.7166 0.7811 3.213289
"1223" 0.5723 2.0843 3.6526064
"1224" 0 2.2203 3.3011525
"1225" 0 2.4334 2.2216888
"1226" 0 2.899 1.1673271
"1227" 0 1.5014 0.81587323
"1228" 0 1.4058 0.6476773
"1229" 0 1.8128 0.56609043
"1230" 6.8118 1.4185 0.52968972
"1231" 0 1.3907 0.52968972
"1232" 1.9064 2.4392 0.56609043
"1233" 10.7986 1.8188 0.60500443
"1234" 1.6763 0.5768 0.69286791
"1235" 0 1.1655 0.81587323
"1236" 0 1.9198 0.86608156
"1237" 0 0.9834 0.76692376
"1238" 11.9611 2.2691 0.66901596
"1239" 0 2.8068 0.86608156
"1240" 15.7434 0.6549 0.79077128
"1241" 2.4101 0.2684 1.4560239
"1242" 0.0569 0.4684 1.669406
"1243" 0.2709 0.6706 1.7321631
"1244" 3.0752 0.3896 1.5062278
"1245" 0 2.7542 1.1422252
"1246" 0 0.9749 0.86608156
"1247" 0 3.1431 0.74307181
"1248" 0 1.2115 0.6476773
"1249" 5.2604 0.9624 0.56609043
"1250" 29.7558 0.6868 0.72800975
"1251" 0 3.0404 2.974805
"1252" 0 1.3456 3.1254255
"1253" 0 3.6406 2.8994947
"1254" 0 3.8149 1.9832048
"1255" 0 3.6538 1.0920168
"1256" 0 1.2859 0.76692376
"1257" 42.145 0.7534 0.76692376
"1258" 0 1.8262 2.5856959
"1259" 0 1.0511 3.213289
"1260" 0.2015 2.7719 3.5647429
"1261" 0 1.1906 2.8994947
"1262" 0 4.0494 1.694508
"1263" 0 1.8852 1.0167066
"1264" 0.352 1.4015 0.74307181
"1265" 21.0406 1.6867 0.74307181
"1266" 0 3.7579 1.5815426
"1267" 0 3.2122 1.5815426
"1268" 0 1.6712 1.3932624
"1269" 11.5197 1.1627 1.0920168
"1270" 0.2672 1.1069 1.2175355
"1271" 0 3.9594 1.0669105
"1272" 0 2.1611 0.94139184
"1273" 0 3.9501 0.79077128
"1274" 0 4.5796 0.62508422
"1275" 0 2.6634 0.52968972
"1276" 0.3569 3.5502 0.46191046
"1277" 0.0643 2.2727 0.42927748
"1278" 4.8539 0.5829 0.42927748
"1279" 0 3.8943 0.44559397
"1280" 0 5.6896 0.44559397
"1281" 0 4.5114 0.51211879
"1282" 9.6177 3.8633 0.51211879
"1283" 0 4.7377 0.91628989
"1284" 0 4.8214 0.86608156
"1285" 0 4.7036 0.74307181
"1286" 0 5.3237 0.56609043
"1287" 0 2.958 0.46191046
"1288" 2.0152 1.1565 0.39914894
"1289" 0 2.682 0.3552172
"1290" 47.4035 1.3208 0.38408688
"1291" 0 3.9936 2.9496986
"1292" 0 5.2555 3.7404699
"1293" 0 5.4198 3.7655762
"1294" 0 5.7981 2.259344
"1295" 0 2.0464 1.6317509
"1296" 0 1.3674 1.129672
"1297" 0 2.0464 0.87863475
"1298" 0 1.1472 0.75311613
"1299" 0.2099 3.1843 0.62759752
"1300" 0.2015 1.265 0.56483599
"1301" 14.2072 0.6945 0.5020789
"1302" 4.3515 4.2323 0.56483599
"1303" 0 3.3052 0.62759752
"1304" 3.2243 4.8307 0.56483599
"1305" 0 6.2043 0.5020789
"1306" 0 6.1206 0.47697252
"1307" 0 6.5701 0.45187057
"1308" 0 6.7531 0.42676418
"1309" 0 4.8338 0.40166223
"1310" 4.5762 2.7967 0.37655585
"1311" 0 6.3624 0.45187057
"1312" 0 6.8771 0.40166223
"1313" 0 6.5019 0.37655585
"1314" 0 5.6307 0.32635195
"1315" 0 6.043 0.30124557
"1316" 0 5.6896 0.27614362
"1317" 0 4.3439 0.25103723
"1318" 12.3918 2.7316 0.27614362
"1319" 0.027 7.122 0.27614362
"1320" 0 6.3717 0.27614362
"1321" 0 6.4926 0.27614362
"1322" 0 6.4647 0.25103723
"1323" 0 5.209 0.22593528
"1324" 0 3.6897 0.21338209
"1325" 7.1876 4.6106 0.2008289
"1326" 15.5273 3.3393 0.31379876
"1327" 43.8263 0.6728 1.2551906
"1328" 0.8486 1.4232 3.1379787
"1329" 0 5.3299 2.5103812
"1330" 51.3289 3.3517 2.0083067
"1331" 14.284 4.5796 1.8827881
"1332" 5.0656 5.8818 3.7655762
"1333" 23.2069 1.1751 4.3931693
"1334" 0 5.1718 2.5103812
"1335" 0 4.7532 1.8576817
"1336" 5.9096 1.2247 1.3179521
"1337" 4.7584 2.4681 0.76692376
"1338" 0 3.1502 0.66901596
"1339" 0 5.981 0.99160018
"1340" 0 7.1717 1.0418085
"1341" 0 7.3608 0.60500443
"1342" 0.4702 2.989 0.36902482
"1343" 0 6.8709 0.30375443
"1344" 0.084 3.8106 0.26609929
"1345" 0 4.4183 0.24350621
"1346" 0.5878 4.1238 0.22342199
"1347" 0.5416 3.5564 0.21087323
"1348" 0 4.1207 0.20459663
"1349" 0 5.3237 0.19832004
"1350" 0 6.1609 0.18451241
"1351" 0 7.4011 0.17823582
"1352" 0 6.6601 0.17070479
"1353" 0 7.0352 0.16442819
"1354" 0 7.2275 0.15941046
"1355" 0 6.4833 0.15187943
"1356" 2.9808 5.3423 0.1481117
"1357" 0 3.5843 0.14560284
"1358" 0.0852 3.9222 0.14309397
"1359" 10.3981 4.7098 0.14058067
"1360" 0.592 5.795 0.13932624
"1361" 0 4.1765 0.13555851
"1362" 2.9053 6.2787 0.18828014
"1363" 0 6.5825 0.21463652
"1364" 2.0236 5.8632 0.21212766
"1365" 0.4702 5.6679 0.18451241
"1366" 0 6.3965 0.16191933
"1367" 4.9205 2.4278 0.14685727
"1368" 0.89 3.6897 0.14560284
"1369" 0 3.9501 0.1481117
"1370" 0 6.6042 0.14058067
"1371" 14.2282 6.2322 0.13304965
"1372" 0 5.5066 0.14058067
"1373" 6.3395 4.3346 0.16568706
"1374" 14.3457 6.5267 0.14685727
"1375" 0.084 7.1468 0.13555851
"1376" 6.9441 6.1237 0.150625
"1377" 0.5037 4.7005 0.13681738
"1378" 10.2232 2.0495 0.15313387
"1379" 2.6071 4.1827 0.14560284
"1380" 0.3527 4.2912 0.15564273
"1381" 0 4.4617 0.13932624
"1382" 0 4.5455 0.13304965
"1383" 0 4.099 0.12551862
"1384" 0.9396 0.9178 0.11924202
"1385" 2.2764 0.9395 0.11924202
"1386" 1.8389 3.9005 0.11924202
"1387" 6.9818 5.1718 0.12049645
"1388" 0 4.747 0.12049645
"1389" 0 5.1997 0.12300975
"1390" 0 5.3516 0.11924202
"1391" 0 2.496 0.11296543
"1392" 0 6.6353 0.10920213
"1393" 1.9732 7.2306 0.10920213
"1394" 0.2939 6.7004 0.10669326
"1395" 0 2.6324 0.10669326
"1396" 0 5.5687 0.1054344
"1397" 17.2225 6.7965 0.10417996
"1398" 6.4898 5.1718 0.1054344
"1399" 3.1908 4.2819 0.12049645
"1400" 2.456 4.84 0.13430408
"1401" 0 2.5549 0.16945035
"1402" 0 4.3532 0.15187943
"1403" 0 4.1424 0.12551862
"1404" 4.7651 5.5749 0.11547872
"1405" 11.0752 6.133 0.10920213
"1406" 9.5468 4.8834 0.14309397
"1407" 0.0023 5.1811 0.28618351
"1408" 3.2598 5.1439 0.17823582
"1409" 3.1762 2.4929 0.16442819
"1410" 0 4.1734 0.17572695
"1411" 1.6793 4.0401 0.150625
"1412" 0 2.7874 0.13054078
"1413" 0 3.3207 0.12300975
"1414" 1.2763 5.2214 0.12175532
"1415" 0 4.9144 0.11924202
"1416" 0 5.3795 0.1079477
"1417" 1.0328 6.6291 0.10292553
"1418" 42.7853 4.9578 0.1016711
"1419" 0 4.2354 0.13304965
"1420" 3.0228 4.6261 0.26359043
"1421" 0 3.2184 0.16819592
"1422" 6.8674 5.2989 0.16945035
"1423" 1.1179 3.4572 0.14685727
"1424" 6.0918 3.0014 0.15187943
"1425" 0 2.6665 0.14309397
"1426" 0 4.2819 0.12300975
"1427" 0 7.1468 0.11296543
"1428" 0 6.6539 0.10669326
"1429" 0 6.0833 0.10292553
"1430" 0 5.6617 0.097903369
"1431" 0 3.051 0.096648936
"1432" 4.5901 2.5735 0.10292553
"1433" 5.9541 2.9549 0.11045656
"1434" 0 5.2834 0.10041667
"1435" 0 6.2942 0.099162234
"1436" 0 5.2059 0.1016711
"1437" 0 5.0571 0.10041667
"1438" 0 2.8711 0.094140071
"1439" 0 4.6819 0.091631206
"1440" 0 3.0355 0.09037234
"1441" 0 5.5655 0.089117908
"1442" 0.4199 6.0895 0.086609043
"1443" 2.1322 2.2975 0.087863475
"1444" 6.8451 1.2371 0.091631206
"1445" 15.9215 0.8093 0.10417996
"1446" 0 3.1719 0.12802748
"1447" 0 5.795 0.12802748
"1448" 0.063 4.2385 0.11673316
"1449" 0.769 0.6387 0.1079477
"1450" 0 0.8496 0.10417996
"1451" 0 1.2619 0.1016711
"1452" 0 1.5937 0.1016711
"1453" 0 6.0678 0.10041667
"1454" 0 5.578 0.097903369
"1455" 0 2.2262 0.094140071
"1456" 0 4.471 0.091631206
"1457" 0 5.702 0.089117908
"1458" 0 5.3826 0.089117908
"1459" 0 5.2834 0.087863475
"1460" 0 5.2741 0.086609043
"1461" 0 4.9516 0.086609043
"1462" 0 4.8338 0.08535461
"1463" 0 5.4353 0.084095745
"1464" 0 5.7051 0.082841312
"1465" 0 4.8772 0.081586879
"1466" 0 3.854 0.081586879
"1467" 0 2.958 0.081586879
"1468" 0 3.2618 0.081586879
"1469" 0 4.6292 0.081586879
"1470" 0 1.5751 0.084095745
"1471" 0 4.1362 0.086609043
"1472" 0 3.9656 0.087863475
"1473" 0 3.9936 0.089117908
"1474" 0 3.8602 0.089117908
"1475" 0 2.806 0.087863475
"1476" 0 3.1626 0.086609043
"1477" 0 4.0711 0.08535461
"1478" 0 4.3315 0.08535461
"1479" 0 4.716 0.084095745
"1480" 0 4.8586 0.084095745
"1481" 0 5.1346 0.082841312
"1482" 0 3.8447 0.081586879
"1483" 0 2.5952 0.081586879
"1484" 0 3.6339 0.082841312
"1485" 0 3.9874 0.08535461
"1486" 0 3.7889 0.086609043
"1487" 0 3.7238 0.087863475
"1488" 0 3.5192 0.089117908
"1489" 0 4.2261 0.087863475
"1490" 0 3.3672 0.086609043
"1491" 0 1.3177 0.086609043
"1492" 0 1.8666 0.089117908
"1493" 0 2.1673 0.091631206
"1494" 0 2.5611 0.095394504
